plant,fragment,insect,date,site
Thelesperma sp.,A-alfalfa,Ancistroceroides alastoroides,Nov.10,AN
Turnera sidioides,A-alfalfa,Augochloropsis sp. 7,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Pseudagapostemon sp. 1,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Dialictus sp.5,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Astylus quadrilineatus,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Bombyliidae sp2,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Tachinidae sp4,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Callonychium sp1.,Nov.10,AN
Tragopogon sp.,A-alfalfa,Augochloropsis sp. 9,Nov.10,AN
Tragopogon sp.,A-alfalfa,Augochloropsis sp. 1,Nov.10,AN
Medicago sativa,A-alfalfa,Xylocopa splendidula,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Ancistroceroides alastoroides,Nov.10,AN
Medicago sativa,A-alfalfa,Psaenythia sp3,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Psaenythia sp3,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Augochloropsis sp. 1,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Bombyliidae sp2,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Apis mellifera,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Augochloropsis sp. 9,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Isepeolus viperinus,Nov.10,AN
Hirschfeldia incana,A-alfalfa,Astylus quadrilineatus,Nov.10,AN
Adesmia sp.,A-alfalfa,Psaenythia sp3,Nov.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Nov.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Nov.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Nov.10,AN
Adesmia sp.,A-alfalfa,Psaenythia sp3,Nov.10,AN
Medicago sativa,A-alfalfa,Vanessa carye,Nov.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Nov.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Nov.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Nov.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Nov.10,AN
Rhynchosia senna,C-pastura,Dialictus sp.8,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Callonychium sp1.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Bruchidius endotubercularis ,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Bruchidius endotubercularis ,Nov.10,AN
Clematis denticulata,C-pastura,Astylus sp1,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Crisopidae sp1,Nov.10,AN
Rhynchosia senna,C-pastura,Dialictus sp.4,Nov.10,AN
Clematis denticulata,C-pastura,Pachyminixi sp.,Nov.10,AN
Nierembergia aristata,C-pastura,Dactylozodes sp1,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Astylus quadrilineatus,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Bruchidius endotubercularis ,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Bruchidius endotubercularis ,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Dialictus sp.5,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Crisopidae sp1,Nov.10,AN
Rhynchosia senna,C-pastura,Psaenythia sp3,Nov.10,AN
Rhynchosia senna,C-pastura,Psaenythia sp5,Nov.10,AN
Aloysia gratissima,C-pastura,Pseudagapostemon sp. 1,Nov.10,AN
Sphaeralcea crispa,C-pastura,Callonychium sp1.,Nov.10,AN
Sphaeralcea crispa,C-pastura,Callonychium sp1.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Tachinidae sp45,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Tachinidae sp4,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Coelioxys sp.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Megachile sp.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Callonychium sp1.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Callonychium sp1.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Callonychium sp1.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Callonychium sp1.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Callonychium sp1.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Isepeolus viperinus,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Ammophila sp.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Audre cosquinia,Nov.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Nov.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Nov.10,AN
Thelesperma sp.,C-pastura,Crisopidae sp1,Nov.10,AN
Thelesperma sp.,C-pastura,Bruchidius endotubercularis ,Nov.10,AN
Thelesperma sp.,C-pastura,Bruchidius endotubercularis ,Nov.10,AN
Prosopidastrum globosum,C-pastura,Astylus quadrilineatus,Nov.10,AN
Prosopidastrum globosum,C-pastura,Coleoptera sp9,Nov.10,AN
Prosopidastrum globosum,C-pastura,Dialictus sp.7,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Ammophila sp.,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Riodinae (Lemoniini) sp1,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Bombyliidae sp8,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Ligaeidae sp1,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Eurema deva,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Crisopidae sp1,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Crisopidae sp1,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Crisopidae sp1,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Crisopidae sp1,Nov.10,AN
Viguiera anchusaefolia,C-pastura,Ammophila sp.,Nov.10,AN
Carduus nutans,A-alfalfa,Eucerini sp9,Dic.10,AN
Carduus nutans,A-alfalfa,Svastra bombylans,Dic.10,AN
Carduus nutans,A-alfalfa,Centris brethesi,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Xylocopa ordinaria,Dic.10,AN
Carduus nutans,A-alfalfa,Hylephila phyleus,Dic.10,AN
Carduus nutans,A-alfalfa,Vanessa carye,Dic.10,AN
Medicago sativa,A-alfalfa,Caupolicana lugubris,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Centris brethesi,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Svastra bombylans,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Apis mellifera,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Svastra bombylans,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Melissoptila sp2,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Eucerini sp10,Dic.10,AN
Hirschfeldia incana,A-alfalfa,Dialictus sp.10,Dic.10,AN
Hirschfeldia incana,A-alfalfa,Bombyliidae sp7,Dic.10,AN
Baccharis gilliesii,C-alflafa,Myzinum sp2,Dic.10,AN
Baccharis gilliesii,C-alflafa,Ammophila sp.,Dic.10,AN
Hirschfeldia incana,A-pastura,Chalepogenus luciane,Dic.10,AN
Hirschfeldia incana,A-pastura,Doeringiella holmbergi ,Dic.10,AN
Hirschfeldia incana,A-pastura,Dialictus sp.5,Dic.10,AN
Hirschfeldia incana,A-pastura,Dialictus sp.4,Dic.10,AN
Hirschfeldia incana,A-pastura,Dialictus sp.10,Dic.10,AN
Hirschfeldia incana,A-pastura,Anthrax sp.,Dic.10,AN
Hirschfeldia incana,A-pastura,Villa sp1,Dic.10,AN
Hirschfeldia incana,A-pastura,Poecilognathus sp4,Dic.10,AN
Hirschfeldia incana,A-pastura,Poecilognathus sp4,Dic.10,AN
Hirschfeldia incana,A-pastura,Poecilognathus sp4,Dic.10,AN
Hirschfeldia incana,A-pastura,Bruchidius endotubercularis ,Dic.10,AN
Hirschfeldia incana,A-pastura,Chauliognatus scriptus,Dic.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Dic.10,AN
Hirschfeldia incana,A-pastura,Astylus quadrilineatus,Dic.10,AN
Clematis denticulata,A-pastura,Chauliognatus scriptus,Dic.10,AN
Clematis denticulata,A-pastura,Dialictus sp.5,Dic.10,AN
Clematis denticulata,A-pastura,Calliopsis sp.,Dic.10,AN
Clematis denticulata,A-pastura,Tachytes amazonus,Dic.10,AN
Clematis denticulata,A-pastura,Ammophila sp.,Dic.10,AN
Carduus acanthoides,A-pastura,Megachile (Acentron) sp3,Dic.10,AN
Carduus acanthoides,A-pastura,Augochloropsis sp. 9,Dic.10,AN
Carduus acanthoides,A-pastura,Astylus quadrilineatus,Dic.10,AN
Carduus acanthoides,A-pastura,Chrysomelidae,Dic.10,AN
Carduus acanthoides,A-pastura,Chauliognatus scriptus,Dic.10,AN
Nierembergia aristata,C-pastura,Tetragonoschema sp1,Dic.10,AN
Baccharis gilliesii,C-pastura,Dialictus sp.4,Dic.10,AN
Baccharis gilliesii,C-pastura,Callonychium sp3,Dic.10,AN
Baccharis gilliesii,C-pastura,Dicranoplius sp.,Dic.10,AN
Baccharis gilliesii,C-pastura,Ammophila sp.,Dic.10,AN
Baccharis gilliesii,C-pastura,Zethus sp.,Dic.10,AN
Baccharis gilliesii,C-pastura,Heteroptera sp1,Dic.10,AN
Thelesperma sp.,C-pastura,Dialictus sp.4,Dic.10,AN
Thelesperma sp.,C-pastura,Dialictus sp.3,Dic.10,AN
Physalis mendocina,A-alfalfa,Caupolicana lugubris,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Megachile (Sayapis) mendozana,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Eucerini sp8,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Eucerini sp11,Dic.10,AN
Carduus nutans,A-alfalfa,Eucerini sp9,Dic.10,AN
Carduus nutans,A-alfalfa,Augochloropsis sp. 1,Dic.10,AN
Carduus nutans,A-alfalfa,Episurun sp.,Dic.10,AN
Carduus nutans,A-alfalfa,Miltogramminae,Dic.10,AN
Diplotaxis tenuifolia,A-alfalfa,Myzinum sp6,Dic.10,AN
Diplotaxis tenuifolia,A-alfalfa,Cerceris sp1,Dic.10,AN
Medicago sativa,A-alfalfa,Euptoieta claudia,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Euptoieta claudia,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Trixis papillosa,C-alflafa,Dialictus sp.4,Dic.10,AN
Trixis papillosa,C-alflafa,Dialictus sp.3,Dic.10,AN
Chuquiraga erinacea,C-alflafa,Augochloropsis sp. 12,Dic.10,AN
Chuquiraga erinacea,C-alflafa,Augochloropsis sp. 11,Dic.10,AN
Chuquiraga erinacea,C-alflafa,Dialictus sp.4,Dic.10,AN
Chuquiraga erinacea,C-alflafa,Dialictus sp.4,Dic.10,AN
Chuquiraga erinacea,C-alflafa,Dialictus sp.4,Dic.10,AN
Chuquiraga erinacea,C-alflafa,Dialictus sp.4,Dic.10,AN
Baccharis gilliesii,C-alflafa,Pachyminixi sp.,Dic.10,AN
Baccharis gilliesii,C-alflafa,Audre cosquinia,Dic.10,AN
Baccharis gilliesii,C-alflafa,Myzinum sp2,Dic.10,AN
Baccharis gilliesii,C-alflafa,Myzinum sp2,Dic.10,AN
Baccharis gilliesii,C-alflafa,Trachypus spegazzini,Dic.10,AN
Baccharis gilliesii,C-alflafa,Dialictus sp.4,Dic.10,AN
Baccharis gilliesii,C-alflafa,Dialictus sp.4,Dic.10,AN
Baccharis gilliesii,C-alflafa,Brachynomada sp3,Dic.10,AN
Baccharis gilliesii,C-alflafa,Conopidae sp1,Dic.10,AN
Baccharis gilliesii,C-alflafa,Tachinidae sp45,Dic.10,AN
Baccharis gilliesii,C-alflafa,Tachinidae sp45,Dic.10,AN
Carduus nutans,A-alfalfa,Augochloropsis sp. 11,Dic.10,AN
Physalis mendocina,A-alfalfa,Acamptopoeum argentinum,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Megachile (Dactylomegachile) sp7,Dic.10,AN
Centaurea soltitialis,A-alfalfa,Rhimepeolus rufiventris,Dic.10,AN
Medicago sativa,A-alfalfa,Trimeria sp.,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Medicago sativa,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Carduus nutans,A-alfalfa,Apis mellifera,Dic.10,AN
Prosopidastrum globosum,C-pastura,Dialictus sp.4,Dic.10,AN
Prosopidastrum globosum,C-pastura,Dialictus sp.4,Dic.10,AN
Prosopidastrum globosum,C-pastura,Dialictus sp.2,Dic.10,AN
Prosopidastrum globosum,C-pastura,Dialictus sp.3,Dic.10,AN
Prosopidastrum globosum,C-pastura,Tetragonoschema sp1,Dic.10,AN
Baccharis gilliesii,C-pastura,Bombyliidae sp6,Dic.10,AN
Hirschfeldia incana,A-pastura,Villa sp1,Dic.10,AN
Hirschfeldia incana,A-pastura,Poecilognathus sp4,Dic.10,AN
Hirschfeldia incana,A-pastura,Ammophila sp.,Dic.10,AN
Hirschfeldia incana,A-pastura,Dialictus sp.7,Dic.10,AN
Clematis denticulata,A-pastura,Ammophila sp.,Dic.10,AN
Carduus acanthoides,A-pastura,Megachile (Cressoniella),Dic.10,AN
Carduus acanthoides,A-pastura,Megachile (Pseudocentron) sp4,Dic.10,AN
Carduus acanthoides,A-pastura,Megachile (Acentron) sp3,Dic.10,AN
Carduus acanthoides,A-pastura,Megachile (Sayapis) dentipes,Dic.10,AN
Clematis denticulata,A-pastura,Ligyra klugii,Dic.10,AN
Clematis denticulata,A-pastura,Heteroptera sp3,Dic.10,AN
Cuscuta sp.,A-alfalfa,Myzinum sp2,Ene.11,AN
Centaurea soltitialis,A-alfalfa,Trimeria sp.,Ene.11,AN
Centaurea soltitialis,A-alfalfa,Trimeria sp.,Ene.11,AN
Conyza bonariensis,A-alfalfa,Dialictus sp.5,Ene.11,AN
Thelesperma sp.,A-alfalfa,Prosenactia liebermanni ,Ene.11,AN
Thelesperma sp.,A-alfalfa,Prosenactia liebermanni ,Ene.11,AN
Thelesperma sp.,A-alfalfa,Nomada pampicola,Ene.11,AN
Thelesperma sp.,A-alfalfa,Trachypus petiolatus,Ene.11,AN
Turnera sidioides,A-alfalfa,Psaenythia sp3,Ene.11,AN
Turnera sidioides,A-alfalfa,Melissodes rufithorax,Ene.11,AN
Turnera sidioides,A-alfalfa,Conopidae sp1,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Prosenactia liebermanni ,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Prosenactia liebermanni ,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Trimeria sp.,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Dialictus sp.5,Ene.11,AN
Turnera sidioides,C-alflafa,Andrenidae sp1,Ene.11,AN
Turnera sidioides,C-alflafa,Andrenidae sp1,Ene.11,AN
Lycium chilense,C-pastura,Stenodynerus sp3,Ene.11,AN
Thelesperma sp.,A-alfalfa,Coleoptera sp1,Ene.11,AN
Thelesperma sp.,A-alfalfa,Trimeria sp.,Ene.11,AN
Carduus acanthoides,A-pastura,Pseudagapostemon sp. 2,Ene.11,AN
Carduus acanthoides,A-pastura,Augochloropsis sp. 9,Ene.11,AN
Cirsium vulgare,A-pastura,Hylephila phyleus,Ene.11,AN
Carduus acanthoides,A-pastura,Augochloropsis sp. 9,Ene.11,AN
Carduus acanthoides,A-pastura,Chauliognatus scriptus,Ene.11,AN
Hirschfeldia incana,A-pastura,Dialictus sp.8,Ene.11,AN
Cirsium vulgare,A-pastura,Dialictus sp.7,Ene.11,AN
Hirschfeldia incana,A-pastura,Dialictus sp.8,Ene.11,AN
Turnera sidioides,A-alfalfa,Callonychium sp1.,Ene.11,AN
Turnera sidioides,A-alfalfa,Curculionidae sp11,Ene.11,AN
Turnera sidioides,A-alfalfa,Curculionidae sp11,Ene.11,AN
Thelesperma sp.,A-alfalfa,Chauliognatus scriptus,Ene.11,AN
Medicago sativa,A-alfalfa,Exomalopsis sp1.,Ene.11,AN
Medicago sativa,A-alfalfa,Trimeria sp.,Ene.11,AN
Thelesperma sp.,A-alfalfa,Andrenidae sp2,Ene.11,AN
Thelesperma sp.,A-alfalfa,Trachypus petiolatus,Ene.11,AN
Thelesperma sp.,A-alfalfa,Trachypus petiolatus,Ene.11,AN
Medicago sativa,A-alfalfa,Trimeria sp.,Ene.11,AN
Solanum elaeagnifolium,A-alfalfa,Exomalopsis sp1.,Ene.11,AN
Conyza bonariensis,A-alfalfa,Tiguipa sp.,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Trimeria sp.,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Allograpta exotica,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Allograpta exotica,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Allograpta exotica,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Dialictus sp.5,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Cylindromyia sp.,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Conopidae sp4,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Psaenythia sp3,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Trimeria sp.,Ene.11,AN
Baccharis ulicina,A-alfalfa,Ceropales brethesi ,Ene.11,AN
Baccharis ulicina,A-alfalfa,Eucerini sp11,Ene.11,AN
Baccharis ulicina,A-alfalfa,Oxybelus sp1,Ene.11,AN
Baccharis ulicina,A-alfalfa,Trimeria sp.,Ene.11,AN
Turnera sidioides,A-alfalfa,Psaenythia sp3,Ene.11,AN
Medicago sativa,A-alfalfa,Neorhynchocephalus sp2,Ene.11,AN
Medicago sativa,A-alfalfa,Xylocopa splendidula,Ene.11,AN
Medicago sativa,A-alfalfa,Xylocopa ordinaria,Ene.11,AN
Medicago sativa,A-alfalfa,Exomalopsis sp1.,Ene.11,AN
Thelesperma sp.,A-alfalfa,Dialictus sp.5,Ene.11,AN
Thelesperma sp.,A-alfalfa,Nomada pampicola,Ene.11,AN
Thelesperma sp.,A-alfalfa,Trimeria sp.,Ene.11,AN
Thelesperma sp.,A-alfalfa,Prionyx sp5,Ene.11,AN
Physalis mendocina,A-alfalfa,Colletes sp1,Ene.11,AN
Physalis mendocina,A-alfalfa,Augochloropsis sp. 9,Ene.11,AN
Physalis mendocina,A-alfalfa,Psaenythia sp3,Ene.11,AN
Solanum elaeagnifolium,A-alfalfa,Exomalopsis sp1.,Ene.11,AN
Schkuhria pinnata,A-alfalfa,Tachinidae sp40,Ene.11,AN
Schkuhria pinnata,A-alfalfa,Dialictus sp.5,Ene.11,AN
Carduus acanthoides,A-alfalfa,Dialictus sp.7,Ene.11,AN
Gaillardia megapotamica,A-alfalfa,Dialictus sp.5,Ene.11,AN
Baccharis ulicina,C-pastura,Ammophila sp.,Ene.11,AN
Sphaeralcea crispa,C-pastura,Andrenidae sp2,Ene.11,AN
Thelesperma sp.,C-pastura,Bruchidius endotubercularis ,Ene.11,AN
Thelesperma sp.,C-pastura,Bruchidius endotubercularis ,Ene.11,AN
Hirschfeldia incana,A-pastura,Chauliognatus scriptus,Ene.11,AN
Hirschfeldia incana,A-pastura,Chauliognatus scriptus,Ene.11,AN
Hirschfeldia incana,A-pastura,Andrenidae sp3,Ene.11,AN
Carduus acanthoides,A-pastura,Prionyx sp4,Ene.11,AN
Carduus acanthoides,A-pastura,Augochloropsis sp. 9,Ene.11,AN
Carduus acanthoides,A-pastura,Augochloropsis sp. 9,Ene.11,AN
Carduus acanthoides,A-pastura,Melissodes rufithorax,Ene.11,AN
Carduus acanthoides,A-pastura,Xylocopa ordinaria,Ene.11,AN
Carduus acanthoides,A-pastura,Chrysomelidae,Ene.11,AN
Centaurea soltitialis,A-pastura,Psaenythia sp3,Ene.11,AN
Centaurea soltitialis,A-pastura,Dialictus sp.8,Ene.11,AN
Carduus acanthoides,A-pastura,Euptoieta claudia,Ene.11,AN
Carduus acanthoides,A-pastura,Augochloropsis sp. 9,Ene.11,AN
Verbena intermedia,C-pastura,Eucerini sp5,Ene.11,AN
Aloysia gratissima,C-pastura,Exoprosopa sp2,Ene.11,AN
Medicago sativa,A-alfalfa,Eurema deva,Ene.11,AN
Medicago sativa,A-alfalfa,Caupolicana lugubris,Ene.11,AN
Solanum elaeagnifolium,A-alfalfa,Eucerini sp4,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Audre cosquinia,Ene.11,AN
Hirschfeldia incana,A-alfalfa,Trimeria sp.,Ene.11,AN
Prosopidastrum globosum,C-pastura,Bombyliidae sp5,Ene.11,AN
Prosopidastrum globosum,C-pastura,Dialictus sp.5,Ene.11,AN
Thelesperma sp.,C-pastura,Bruchidius endotubercularis ,Ene.11,AN
Aloysia gratissima,C-pastura,Epanthidium sp.,Ene.11,AN
Aloysia gratissima,C-pastura,Xylocopa splendidula,Ene.11,AN
Aloysia gratissima,C-pastura,Lepidoptera sp1,Ene.11,AN
Rubiaceae,C-pastura,Exoprosopa sp2,Ene.11,AN
Rubiaceae,C-pastura,Exoprosopa sp2,Ene.11,AN
Cuscuta sp.,A-alfalfa,Lepidoptera sp1,Ene.11,AN
Solanum elaeagnifolium,A-alfalfa,Psaenythia sp3,Ene.11,AN
Thelesperma sp.,A-alfalfa,Trimeria sp.,Ene.11,AN
Medicago sativa,A-alfalfa,Eucerini sp4,Ene.11,AN
Medicago sativa,A-alfalfa,Eucerini sp4,Ene.11,AN
Medicago sativa,A-alfalfa,Eurema deva,Ene.11,AN
Solanum elaeagnifolium,A-alfalfa,Psaenythia sp3,Ene.11,AN
Conyza bonariensis,A-alfalfa,Monobia candei,Ene.11,AN
Thelesperma sp.,A-alfalfa,Trimeria sp.,Ene.11,AN
Thelesperma sp.,A-alfalfa,Prosenactia liebermanni ,Ene.11,AN
Baccharis ulicina,C-pastura,Colletes sp4,Ene.11,AN
Baccharis ulicina,C-pastura,Ammophila sp.,Ene.11,AN
Baccharis ulicina,C-pastura,Lepidoptera sp1,Ene.11,AN
Aloysia gratissima,C-pastura,Trichostictia sp1,Ene.11,AN
Baccharis ulicina,C-pastura,Sphex sp2,Feb.11,AN
Baccharis ulicina,C-pastura,Ammophila sp.,Feb.11,AN
Baccharis ulicina,C-pastura,Dicranoplius sp.,Feb.11,AN
Baccharis ulicina,C-pastura,Editha sp.,Feb.11,AN
Baccharis ulicina,C-pastura,Stenodynerus sp3,Feb.11,AN
Baccharis ulicina,C-pastura,Hypalastorides sp.,Feb.11,AN
Baccharis ulicina,C-pastura,Colletes sp4,Feb.11,AN
Baccharis ulicina,C-pastura,Colletes sp4,Feb.11,AN
Baccharis ulicina,C-pastura,Megachile (Dasymegachile) joergenseni,Feb.11,AN
Baccharis ulicina,C-pastura,Tachinidae sp4,Feb.11,AN
Baccharis ulicina,C-pastura,Villa sp1,Feb.11,AN
Baccharis ulicina,C-pastura,Heteroptera sp1,Feb.11,AN
Baccharis ulicina,C-pastura,Strymon eurytulus,Feb.11,AN
Aloysia gratissima,C-pastura,Apis mellifera,Feb.11,AN
Aloysia gratissima,C-pastura,Eucerini sp4,Feb.11,AN
Aloysia gratissima,C-pastura,Heteroptera sp1,Feb.11,AN
Aloysia gratissima,C-pastura,Riodinae (Lemoniini) sp2,Feb.11,AN
Cirsium vulgare,A-pastura,Xylocopa ordinaria,Feb.11,AN
Carduus acanthoides,A-pastura,Chauliognatus scriptus,Feb.11,AN
Carduus acanthoides,A-pastura,Chauliognatus scriptus,Feb.11,AN
Carduus acanthoides,A-pastura,Melissoptila tandilensis,Feb.11,AN
Carduus acanthoides,A-pastura,Melissoptila tandilensis,Feb.11,AN
Medicago sativa,A-alfalfa,Caupolicana lugubris,Feb.11,AN
Medicago sativa,A-alfalfa,Xylocopa splendidula,Feb.11,AN
Medicago sativa,A-alfalfa,Apis mellifera,Feb.11,AN
Conyza bonariensis,A-alfalfa,Melissoptila sp3,Feb.11,AN
Conyza bonariensis,A-alfalfa,Cerceris sp13,Feb.11,AN
Conyza bonariensis,A-alfalfa,Braconidae sp8,Feb.11,AN
Conyza bonariensis,A-alfalfa,Allograpta exotica,Feb.11,AN
Thelesperma sp.,A-alfalfa,Trachypus patagonensis,Feb.11,AN
Thelesperma sp.,A-alfalfa,Trachypus patagonensis,Feb.11,AN
Thelesperma sp.,A-alfalfa,Myzinum sp2,Feb.11,AN
Thelesperma sp.,A-alfalfa,Trachypus petiolatus,Feb.11,AN
Thelesperma sp.,A-alfalfa,Chrysididae sp2,Feb.11,AN
Thelesperma sp.,A-alfalfa,Chauliognatus scriptus,Feb.11,AN
Physalis mendocina,A-alfalfa,Isepeolus viperinus,Feb.11,AN
Salsola kali,A-alfalfa,Myzinum sp2,Feb.11,AN
Centaurea soltitialis,A-alfalfa,Trimeria sp.,Feb.11,AN
Centaurea soltitialis,A-alfalfa,Trimeria sp.,Feb.11,AN
Gamochaeta sp.,A-alfalfa,Perilalampus sp.,Feb.11,AN
Carduus acanthoides,A-pastura,Trichostictia sp1,Feb.11,AN
Carduus acanthoides,A-pastura,Anoplius sp10,Feb.11,AN
Carduus acanthoides,A-pastura,Dialictus sp.10,Feb.11,AN
Carduus acanthoides,A-pastura,Xylocopa ordinaria,Feb.11,AN
Carduus acanthoides,A-pastura,Campsomeris sp3,Feb.11,AN
Cirsium vulgare,A-pastura,Caenohalictus sp1,Feb.11,AN
Baccharis ulicina,A-pastura,Chauliognatus scriptus,Feb.11,AN
Baccharis ulicina,A-pastura,Cerceris sp13,Feb.11,AN
Baccharis ulicina,A-pastura,Prionyx sp1,Feb.11,AN
Baccharis ulicina,C-pastura,Myzinum sp7,Feb.11,AN
Carduus acanthoides,A-pastura,Exomalopsis sp1.,Feb.11,AN
Carduus acanthoides,A-pastura,Campsomeris sp1,Feb.11,AN
Carduus acanthoides,A-pastura,Prionyx sp3,Feb.11,AN
Carduus acanthoides,A-pastura,Trichostictia sp1,Feb.11,AN
Carduus acanthoides,A-pastura,Xylocopa splendidula,Feb.11,AN
Hirschfeldia incana,A-pastura,Augochloropsis sp. 12,Feb.11,AN
Solanum elaeagnifolium,A-pastura,Chrysomelidae,Feb.11,AN
Conyza bonariensis,A-pastura,Myzinum sp2,Feb.11,AN
